#TYPE Selected.System.__ComObject
"Title","Description"
"Update for Root Certificates for Windows 7 for x64-based Systems [December 2012] (KB931125)","This item updates the list of root certificates on your computer to the list that is accepted by Microsoft as part of the Microsoft Root Certificate Program. Adding additional root certificates to your computer enables you to use Extended Validation (EV) certificates in Internet Explorer, a greater range of security enhanced Web browsing, encrypted e-mail, and security enhanced code delivery. After you install this item, you may have to restart your computer. Once you have installed this item, it cannot be removed."
"Windows Malicious Software Removal Tool x64 - December 2012 (KB890830)","After the download, this tool runs one time to check your computer for infection by specific, prevalent malicious software (including Blaster, Sasser, and Mydoom) and helps remove any infection that is found. If an infection is found, the tool will display a status report the next time that you start your computer. A new version of the tool will be offered every month. If you want to manually run the tool on your computer, you can download a copy from the Microsoft Download Center, or you can run an online version from microsoft.com. This tool is not a replacement for an antivirus product. To help protect your computer, you should use an antivirus product."
"Security Update for Windows 7 for x64-based Systems (KB2779030)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Microsoft Office 2003 (KB2598253)","A security vulnerability exists in Microsoft Office System 2003 that could allow arbitrary code to run when you open a maliciously modified file. This update resolves that vulnerability."
"Security Update for Office 2003 (KB2687626)","A security vulnerability exists in Office 2003  that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Microsoft Office 2003 (KB2584052)","A security vulnerability exists in Microsoft Office 2003 that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Office 2003 (KB2726929)","A security vulnerability exists in Office 2003  that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Word 2003 (KB2760497)","A security vulnerability exists in Word 2003  that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Office 2003 (KB2687627)","A security vulnerability exists in Office 2003  that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Microsoft Office Publisher 2003 (KB2553084)","A security vulnerability exists in Microsoft Office Publisher 2003 that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Excel 2003 (KB2687481)","A security vulnerability exists in Excel 2003  that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Microsoft .NET Framework 4 on XP, Server 2003, Vista, Windows 7, Server 2008, Server 2008 R2 for x64 (KB2737019)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Windows 7 for x64-based Systems (KB2660075)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2574819)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Kernel-Mode Driver Framework version 1.11 for Windows 7 for x64-based Systems (KB2685811)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2719857)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2731771)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2592687)","The Remote Desktop Protocol 8.0 update enables you to use the new Remote Desktop Services features. These features are introduced in Windows 8 and in Windows Server 2012 and are available for computers that are running Windows 7 Service Pack 1 or Windows Server 2008 R2 Service Pack 1. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2709981)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Cumulative Security Update for Internet Explorer 9 for Windows 7 for x64-based Systems (KB2761465)","Security issues have been identified that could allow an attacker to compromise a system that is running Microsoft Internet Explorer and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this item, you may have to restart your computer."
"Security Update for Windows 7 for x64-based Systems (KB2770660)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2758857)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Windows 7 for x64-based Systems (KB2762895)","Install this update to resolve a set of known application compatibility issues with Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2640148)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2763523)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2739159)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Security Update for Microsoft Office InfoPath 2003 (KB980923)","A security vulnerability exists in Microsoft Office InfoPath 2003 that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Microsoft .NET Framework 3.5.1 on Windows 7 and Windows Server 2008 R2 SP1 for x64-based Systems (KB2742599)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2753842)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Windows 7 for x64-based Systems (KB2773072)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Security Update for Microsoft .NET Framework 4 on XP, Server 2003, Vista, Windows 7, Server 2008, Server 2008 R2 for x64 (KB2736428)","A security issue has been identified that could allow an unauthenticated remote attacker to cause the affected application to stop responding. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Microsoft .NET Framework 3.5.1 on Windows 7 and Windows Server 2008 R2 SP1 for x64-based Systems (KB2736422)","A security issue has been identified that could allow an unauthenticated remote attacker to cause the affected application to stop responding. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2778930)","A security issue has been identified that could allow an authenticated local attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Windows 7 for x64-based Systems (KB2726535)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2786400)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Security Update for Microsoft .NET Framework 4 on XP, Server 2003, Vista, Windows 7, Server 2008, Server 2008 R2 for x64 (KB2742595)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Microsoft .NET Framework 3.5.1 on Windows 7 and Windows Server 2008 R2 SP1 for x64-based Systems (KB2756921)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2769369)","A security issue has been identified that could allow an authenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Windows Malicious Software Removal Tool x64 - January 2013 (KB890830)","After the download, this tool runs one time to check your computer for infection by specific, prevalent malicious software (including Blaster, Sasser, and Mydoom) and helps remove any infection that is found. If an infection is found, the tool will display a status report the next time that you start your computer. A new version of the tool will be offered every month. If you want to manually run the tool on your computer, you can download a copy from the Microsoft Download Center, or you can run an online version from microsoft.com. This tool is not a replacement for an antivirus product. To help protect your computer, you should use an antivirus product."
"Security Update for Windows 7 for x64-based Systems (KB2785220)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain access to information. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2757638)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Office File Validation 2010 (KB2553065), 32-bit Edition","Microsoft has released an update for Microsoft Office File Validation 2010, 32-bit Edition. This update provides the latest fixes to Microsoft Office File Validation 2010, 32-bit Edition. Additionally, this update contains stability and performance improvements."
"Update for Microsoft Office 2003 (KB978551)","Microsoft has released an update for Microsoft Office 2003. This update resolves an inability to open and save Office 2003 documents protected with Rights Management Service (RMS)."
"Security Update for Microsoft Office PowerPoint 2003 (KB2535812)","A security vulnerability exists in Microsoft Office PowerPoint 2003 that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Update for Microsoft Office 2003 (KB2539581)","Microsoft has released an update for Microsoft Office 2003. This update provides the latest fixes to Microsoft Office 2003. Additionally, this update adds support for the new Indian rupee currency symbol."
"Security Update for Microsoft Office 2003 (KB2493523)","A security vulnerability exists in Microsoft Office 2003 that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Microsoft Office 2003 (KB2288613)","A security vulnerability exists in Microsoft Office 2003 that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Microsoft Office 2003 (KB2289163)","A security vulnerability exists in Microsoft Office 2003 that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Access Snapshot Viewer 2003 (KB955439)","A security vulnerability exists in the Snapshot Viewer that could allow arbitrary code to run when you open a maliciously modified web page or document. This update resolves that vulnerability."
"Microsoft Office File Validation Add-in","Microsoft Office File Validation is a security add-in for Office 2003 and 2007.  Office File Validation is used to validate that Binary File Format files conform to the Microsoft Office File Format. The user will be notified of possible security risks if files fail to conform to the format."
"Security Update for Microsoft Office 2003 (KB975051)","A security vulnerability exists in Microsoft Office 2003 that could enable arbitrary code to run when a maliciously modified file is opened. This security update resolves that vulnerability."
"Update for Microsoft Office Outlook 2003 (KB2449798)","This update provides the latest fixes related to stability and performance improvements for Microsoft Office Outlook 2003."
"Security Update for Microsoft Office Outlook 2003 (KB2293428)","A security vulnerability exists in Microsoft Office Outlook 2003 that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Microsoft Office 2003 (KB974554)","This update resolves a problem that can cause programs that use the Outlook View Control with Forms 2.0, such as Microsoft Office Outlook with Business Contact Manager, to stop functioning as expected after Security Update for Microsoft Office Outlook 2003 (KB973705) is installed."
"Security Update for Microsoft Works Suite 2005 (KB943973)","A security vulnerability exists in Microsoft Works Suite 2005 that could allow arbitrary code to run when opening a malicious document. This update addresses that vulnerability."
"Security Update for Microsoft Office Web Components (KB947319)","A security vulnerability exists in Microsoft Office 2003 Web Components and Microsoft Office XP Web Components that could allow arbitrary code to run when a maliciously modified web page is opened. This update resolves that vulnerability in both products."
"Security Update for Microsoft Office Access 2003 (KB981716)","A security vulnerability exists in Microsoft Office Access 2003 that could allow arbitrary code to run when a maliciously modified file is opened. This update resolves that vulnerability."
"Security Update for Microsoft .NET Framework 3.5.1 on Windows 7 and Windows Server 2008 R2 SP1 for x64-based Systems (KB2604115)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Cumulative Security Update for Internet Explorer 9 for Windows 7 for x64-based Systems (KB2744842)","Security issues have been identified that could allow an attacker to compromise a system that is running Microsoft Internet Explorer and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2756822)","Install this update to resolve issues caused by revised daylight saving time and time zone laws in several countries. This update enables your computer to automatically adjust the computer clock on the correct date in 2012. After you install this item, you may have to restart your computer."
"Security Update for Microsoft .NET Framework 4 on XP, Server 2003, Vista, Windows 7, Server 2008, Server 2008 R2 for x64 (KB2656351)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2690533)","A security issue has been identified that could allow an authenticated local attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2645640)","A security issue has been identified that could allow an authenticated local attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2685939)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Microsoft .NET Framework 4 on XP, Server 2003, Vista, Windows 7, Server 2008, Server 2008 R2 for x64 (KB2604121)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2655992)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain access to information. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2667402)","A security issue has been identified that could allow an unauthenticated remote attacker to cause the affected system to stop responding. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2691442)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Windows 7 for x64-based Systems (KB2735855)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Security Update for Microsoft .NET Framework 3.5.1 on Windows 7 and Windows Server 2008 R2 SP1 for x64-based Systems (KB2686831)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Microsoft .NET Framework 4 on XP, Server 2003, Vista, Windows 7, Server 2008, Server 2008 R2 for x64 (KB2686827)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update Rollup for ActiveX Killbits for Windows 7 for x64-based Systems (KB2736233)","Security issues have been identified in ActiveX controls that could allow an attacker to compromise a system running Microsoft Internet Explorer and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this item, you may have to restart your computer."
"Security Update for Windows 7 for x64-based Systems (KB2644615)","A security issue has been identified that could allow an attacker to break or bypass a security feature in the affected software. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2698365)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2660649)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2705219)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2712808)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Microsoft .NET Framework 3.5.1 on Windows 7 and Windows Server 2008 R2 SP1 for x64-based Systems (KB2656373)","A security issue has been identified that could allow an authenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2654428)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2688338)","A security issue has been identified that could allow an authenticated local attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Windows 7 for x64-based Systems (KB2677070)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Security Update for Windows 7 for x64-based Systems (KB2621440)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2743555)","A security issue has been identified that could allow an unauthenticated remote attacker to cause the affected system to stop responding. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2659262)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Microsoft .NET Framework 3.5.1 on Windows 7 and Windows Server 2008 R2 SP1 for x64-based Systems (KB2656411)","A security issue has been identified that could allow an attacker to break or bypass a security feature in the affected software. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2705219)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2653956)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Microsoft .NET Framework 4 on XP, Server 2003, Vista, Windows 7, Server 2008, Server 2008 R2 for x64 (KB2656405)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Windows 7 for x64-based Systems (KB2732487)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2699779)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for User-Mode Driver Framework version 1.11 for Windows 7 for x64-based Systems (KB2685813)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Security Update for Windows 7 for x64-based Systems (KB2727528)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Microsoft .NET Framework 4 on XP, Server 2003, Vista, Windows 7, Server 2008, Server 2008 R2 for x64 (KB2600217)","This update addresses stability, reliability, and performance issues in Microsoft .NET Framework 4. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2732500)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2761217)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Security Update for Microsoft .NET Framework 3.5.1 on Windows 7 and Windows Server 2008 R2 SP1 for x64-based Systems (KB2729452)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Windows 7 for x64-based Systems (KB2709630)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2750841)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2741355)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Security Update for Microsoft .NET Framework 4 on XP, Server 2003, Vista, Windows 7, Server 2008, Server 2008 R2 for x64 (KB2729449)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Windows Malicious Software Removal Tool x64 - November 2012 (KB890830)","After the download, this tool runs one time to check your computer for infection by specific, prevalent malicious software (including Blaster, Sasser, and Mydoom) and helps remove any infection that is found. If an infection is found, the tool will display a status report the next time that you start your computer. A new version of the tool will be offered every month. If you want to manually run the tool on your computer, you can download a copy from the Microsoft Download Center, or you can run an online version from microsoft.com. This tool is not a replacement for an antivirus product. To help protect your computer, you should use an antivirus product."
"Update for Windows 7 for x64-based Systems (KB2732059)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Cumulative Security Update for Internet Explorer 9 for Windows 7 for x64-based Systems (KB2761451)","Security issues have been identified that could allow an attacker to compromise a system that is running Microsoft Internet Explorer and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this item, you may have to restart your computer."
"Security Update for Windows 7 for x64-based Systems (KB2585542)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain access to information. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2631813)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Windows Malicious Software Removal Tool x64 - October 2012 (KB890830)","After the download, this tool runs one time to check your computer for infection by specific, prevalent malicious software (including Blaster, Sasser, and Mydoom) and helps remove any infection that is found. If an infection is found, the tool will display a status report the next time that you start your computer. A new version of the tool will be offered every month. If you want to manually run the tool on your computer, you can download a copy from the Microsoft Download Center, or you can run an online version from microsoft.com. This tool is not a replacement for an antivirus product. To help protect your computer, you should use an antivirus product."
"Security Update for Windows 7 for x64-based Systems (KB2719985)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2724197)","A security issue has been identified that could allow an authenticated local attacker to compromise your system and gain access to information. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2676562)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Microsoft .NET Framework 4 on XP, Server 2003, Vista, Windows 7, Server 2008, Server 2008 R2 for x64 (KB2656368)","A security issue has been identified that could allow an authenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Update for Windows 7 for x64-based Systems (KB2718704)","Install this update to resolve an issue which requires an update to the certificate revocation list on Windows systems and to keep your systems certificate list up to date. After you install this update, you may have to restart your system."
"Update for Windows 7 for x64-based Systems (KB2647753)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Outlook 2003 Junk E-mail Filter (KB2687403)","Microsoft has released an update for Outlook 2003 Junk E-mail Filter . This update provides the latest fixes to Outlook 2003 Junk E-mail Filter . Additionally, this update contains stability and performance improvements."
"Update for Windows 7 for x64-based Systems (KB2729094)","Install this update to resolve issues in Windows. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article for more information. After you install this item, you may have to restart your computer."
"Update for Windows 7 for x64-based Systems (KB2533552)","Install this update to enable future updates to install successfully on all editions of Windows 7 or Windows Server 2008 R2. This update may be required before selected future updates can be installed. After you install this item, it cannot be removed."
"Security Update for Windows 7 for x64-based Systems (KB2731847)","A security issue has been identified that could allow an authenticated local attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Windows 7 for x64-based Systems (KB2658846)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
"Security Update for Microsoft .NET Framework 3.5.1 on Windows 7 and Windows Server 2008 R2 SP1 for x64-based Systems (KB2656356)","A security issue has been identified that could allow an unauthenticated remote attacker to compromise your system and gain control over it. You can help protect your system by installing this update from Microsoft. After you install this update, you may have to restart your system."
